bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,fips,yearbuilt
3,2.0,1598,200371,6037,1950
4,2.0,1548,311785,6037,1950
3,1.0,1010,144398,6037,1950
3,1.0,997,138077,6037,1950
2,1.0,1150,455338,6037,1947
3,1.0,1065,313173,6037,1952
3,3.0,1458,386053,6037,1938
3,2.0,1309,187208,6037,1957
3,2.0,1046,134548,6037,1956
3,2.0,1039,206055,6037,1954
3,2.0,1164,116377,6037,1955
4,2.0,1234,263571,6037,1955
2,1.0,1520,59645,6037,1948
5,3.0,2098,135328,6037,1954
4,2.0,1215,224016,6037,1955
4,2.0,1239,350159,6037,1956
3,2.0,1467,49236,6037,1954
4,2.0,1673,400000,6037,1954
4,2.0,1189,311687,6037,1954
3,2.0,1383,124762,6037,1955
3,1.0,1087,167168,6037,1954
2,1.0,920,240154,6037,1943
3,2.0,1365,265483,6037,1961
3,2.0,1255,415000,6037,1981
4,2.0,1872,326720,6037,1979
4,2.0,1729,281590,6037,1941
3,2.0,1365,167688,6037,1961
3,2.0,1186,144560,6037,1959
4,3.0,1965,211555,6037,1977
3,1.0,1044,353748,6037,1956
3,1.0,1169,125344,6037,1941
3,2.0,1356,67014,6037,1952
3,2.0,1432,427156,6037,1946
3,2.0,1144,201100,6037,1962
3,2.0,1158,151376,6037,1966
2,1.0,1535,284372,6037,1947
3,2.0,1264,454000,6037,1962
3,2.0,1284,244910,6037,1951
2,1.0,850,29977,6037,1936
3,2.0,1296,354151,6037,1965
3,2.0,1121,82316,6037,1958
2,1.0,1254,145660,6037,1951
4,1.0,1632,179051,6037,1948
3,2.0,1160,56842,6037,1963
4,2.0,1733,177506,6037,1956
3,2.0,1523,221275,6037,1959
4,2.0,1344,176602,6037,1973
3,2.0,1680,293622,6037,1961
3,1.0,1602,196951,6037,1955
3,2.0,1040,358358,6037,1961
2,1.0,756,33084,6037,1952
3,2.0,1149,167966,6037,1960
3,2.0,1166,171187,6037,1962
3,1.0,1053,355336,6037,1947
2,1.0,807,219882,6037,1942
3,2.0,1293,276928,6037,1949
2,1.0,888,160855,6037,1949
3,2.0,1086,234050,6037,1960
3,1.0,1156,122429,6037,1936
3,2.0,1168,190204,6037,1961
3,2.0,1214,41366,6037,1964
2,1.0,864,476680,6037,1953
3,2.0,1596,223647,6037,1950
3,1.0,1111,387000,6037,1949
3,1.0,923,267144,6037,1950
2,1.0,744,25420,6037,1952
3,2.0,1301,268144,6037,1961
3,2.0,1005,362435,6037,1961
3,1.0,940,359000,6037,1955
3,1.0,1029,35363,6037,1949
3,2.0,1637,278235,6037,1992
4,2.0,1573,201948,6037,1952
3,2.0,1408,57463,6037,1953
4,2.0,1502,213016,6037,1948
4,4.0,2716,586539,6037,2014
3,2.0,1384,289917,6037,1951
2,1.0,965,270788,6037,1948
2,1.0,825,31846,6037,1948
3,1.0,986,28526,6037,1948
3,2.0,1895,719700,6037,1962
3,3.0,1987,208877,6037,1981
3,2.0,1715,342395,6037,1961
3,1.0,1035,141892,6037,1951
3,1.0,1238,149630,6037,1949
3,1.0,1045,34332,6037,1949
3,1.0,1415,62297,6037,1925
4,3.0,2188,941000,6037,1979
4,4.0,3014,766015,6037,1999
4,2.0,2080,317200,6037,1910
3,2.0,1575,655345,6037,1922
3,3.0,2276,463496,6037,1990
3,2.0,1392,256269,6037,1949
3,2.0,1632,350687,6037,1957
2,2.0,1464,485075,6037,1955
2,1.0,910,512514,6037,1929
3,2.0,1533,238125,6037,1950
2,1.0,780,35781,6037,1947
2,1.0,855,245385,6037,1948
3,1.0,1051,155568,6037,1950
4,2.0,1785,546203,6037,1948
3,1.0,999,54211,6037,1948
3,2.0,1330,652688,6037,1946
3,1.0,1024,142384,6037,1949
3,2.0,1702,237807,6037,1949
3,1.0,999,486000,6037,1949
3,2.0,1441,238360,6037,1948
4,2.0,1639,147094,6037,1958
3,1.0,1128,443139,6037,1925
3,2.0,1472,258347,6037,1967
2,1.0,1015,362661,6037,1946
4,3.0,2631,564075,6037,1996
2,1.0,925,557361,6037,1948
3,2.0,1428,418047,6037,1948
4,3.0,3381,472082,6037,1910
3,3.0,2613,241447,6037,1955
3,3.0,2523,148338,6037,1975
4,4.0,3010,470909,6037,1957
5,3.0,2709,280033,6037,1958
3,2.0,1409,381334,6037,1956
3,2.0,1513,361480,6037,1957
3,3.0,1838,414213,6037,1959
3,2.0,1819,160190,6037,1947
3,2.0,1829,347521,6037,1963
3,2.0,2017,141037,6037,1954
3,2.0,1649,270474,6037,1952
3,2.0,1325,213236,6037,1952
3,3.0,1533,321954,6037,1955
4,3.0,2810,505804,6037,1983
3,3.0,2378,495333,6037,1982
3,3.0,2212,744637,6037,1954
3,3.0,2225,665740,6037,1956
4,3.0,1788,302165,6037,1962
3,2.0,1372,259597,6037,1951
3,2.0,1116,399000,6037,1952
4,2.0,1458,306245,6037,1954
4,2.0,1486,215185,6037,1954
3,1.0,1012,472091,6037,1953
4,2.0,1803,403730,6037,1953
4,2.0,1933,351731,6037,1953
3,2.0,1182,231370,6037,1954
4,2.0,2075,78853,6037,1967
3,2.0,1353,213196,6037,1957
4,2.0,1177,168654,6037,1954
4,2.0,1257,223792,6037,1955
3,2.0,1314,289507,6037,1960
4,2.0,2207,76593,6037,1952
3,2.0,1829,74116,6037,1971
5,3.0,2151,197274,6037,1960
4,2.0,1570,248295,6037,1958
3,2.0,1232,397993,6037,1954
3,2.0,1402,60627,6037,1960
3,2.0,1520,365808,6037,1961
3,2.0,1248,318089,6037,1958
5,2.0,1957,108915,6037,1957
3,2.0,1479,252430,6037,1957
3,2.0,1110,301665,6037,1958
3,3.0,1520,72231,6037,1958
4,2.0,1344,148343,6037,1977
4,2.0,1269,45922,6037,1956
4,2.0,1312,378000,6037,1955
3,2.0,1141,178029,6037,1957
2,2.0,1786,306219,6037,1929
3,2.0,1684,104871,6037,1958
3,2.0,1709,484000,6037,1956
3,1.0,1108,244582,6037,1951
4,2.0,1578,186735,6037,1948
2,1.0,972,196432,6037,1952
3,1.0,918,120955,6037,1951
3,2.0,1389,66435,6037,1952
3,1.0,1119,133860,6037,1951
3,2.0,1016,313915,6037,1953
3,2.0,1583,72026,6037,1951
3,1.0,1598,134988,6037,1953
3,2.0,1248,127618,6037,1953
3,2.0,1285,246458,6037,1954
4,2.0,1214,213234,6037,1951
3,2.0,1329,262253,6037,1954
3,1.0,1035,195982,6037,1953
3,2.0,1270,178282,6037,1955
3,2.0,1260,180988,6037,1954
3,2.0,1440,119229,6037,1976
3,2.0,1726,291338,6037,1957
3,3.0,2176,408497,6037,1953
4,2.0,1505,215993,6037,1954
4,3.0,2590,845000,6037,1988
4,3.0,2652,865469,6037,1987
2,3.0,2125,597211,6037,1948
4,3.0,2666,185173,6037,1961
4,3.0,2100,516474,6037,1962
3,2.0,1970,170474,6037,1977
3,2.0,1583,219911,6037,1952
3,2.0,1697,239292,6037,1952
3,2.0,2118,436171,6037,1961
3,2.0,1687,428201,6037,1957
3,2.0,1331,239291,6037,1956
4,2.0,1477,321492,6037,1955
2,1.0,1056,169914,6037,1952
4,2.0,1223,226298,6037,1954
3,1.0,1308,139701,6037,1910
3,2.0,1515,280386,6037,1953
3,2.0,1366,335498,6037,1954
3,2.0,1342,68704,6037,1953
3,2.0,2304,388358,6037,1957
3,2.0,1568,68771,6037,1954
4,2.0,1841,242129,6037,1955
3,2.0,1648,84844,6037,1954
3,2.0,1588,464600,6037,1954
3,2.0,1297,446700,6037,1954
4,2.0,1230,59387,6037,1954
2,1.0,945,35159,6037,1963
4,2.0,1584,455000,6037,1951
2,1.0,1085,152282,6037,1950
3,1.0,1035,389855,6037,1953
3,1.0,1020,234503,6037,1953
2,1.0,863,228523,6037,1950
5,2.0,1882,458366,6037,1953
3,2.0,1464,241402,6037,1953
3,2.0,1663,81553,6037,1953
3,1.0,1302,412000,6037,1929
4,2.0,1480,199326,6037,1950
3,2.0,1434,415950,6037,1950
3,2.0,1244,420000,6037,1956
4,1.0,1671,278944,6037,1953
3,1.0,1085,345287,6037,1951
4,2.0,1334,154399,6037,1956
4,3.0,2471,144364,6037,1972
4,2.0,2094,402260,6037,1970
3,2.0,1709,274752,6037,1957
5,3.0,2923,469217,6037,1995
3,2.0,2022,657000,6037,1979
5,2.0,2064,82381,6037,1958
4,2.0,2237,554009,6037,1972
4,2.0,1580,273841,6037,1956
3,2.0,1834,525000,6037,1955
3,2.0,1387,291263,6037,1956
3,3.0,1510,304708,6037,1986
4,2.0,1395,404000,6037,1956
4,2.0,2126,170385,6037,1954
3,2.0,1203,74556,6037,1953
3,2.0,1554,82641,6037,1957
4,3.0,1722,251994,6037,1955
4,2.0,1128,56282,6037,1955
3,1.0,945,162873,6037,1953
3,1.0,1276,146327,6037,1954
3,1.0,964,71948,6037,1954
3,1.0,955,229106,6037,1954
3,2.0,1119,49861,6037,1964
3,1.0,956,128651,6037,1954
3,1.0,1028,383146,6037,1949
2,1.0,780,252339,6037,1924
2,2.0,1061,196951,6037,1983
3,2.0,1336,169001,6037,1952
2,2.0,1068,277522,6037,1950
3,1.0,844,33078,6037,1951
3,1.0,1080,234327,6037,1954
3,1.0,1065,57109,6037,1955
3,2.0,991,318308,6037,1957
3,2.0,1282,189008,6037,1957
4,2.0,1144,379700,6037,1954
4,2.0,1104,197586,6037,1954
3,2.0,1108,60627,6037,1956
3,1.0,1027,221903,6037,1955
3,2.0,1222,246533,6037,1956
4,2.0,1170,254328,6037,1955
4,2.0,1170,220834,6037,1955
3,2.0,1386,310762,6037,1957
3,2.0,1270,456000,6037,1956
3,2.0,1254,126540,6037,1955
4,2.0,1690,492000,6037,1953
3,2.0,1569,210351,6037,1953
3,2.0,1758,398845,6037,1956
5,4.0,2928,194443,6037,1960
3,2.0,1195,63852,6037,1961
4,2.0,1870,266949,6037,1956
4,2.0,1428,71017,6037,1957
3,2.0,1458,66847,6037,1957
3,3.0,1668,262404,6037,1981
3,2.0,1260,245684,6037,1960
3,2.0,1539,203304,6037,1976
4,3.0,1596,250605,6037,1963
4,2.0,1722,83139,6037,1962
3,3.0,1906,182992,6037,1978
4,3.0,2286,412296,6037,1985
4,3.0,2368,752623,6037,1977
4,2.0,1936,475916,6037,1969
4,2.0,1635,143689,6037,1972
4,3.0,2472,408898,6037,1965
4,2.0,1905,98703,6037,1963
3,2.0,1500,69601,6037,1963
4,2.0,1554,528177,6037,1978
4,3.0,2209,284268,6037,1977
3,2.0,1262,220305,6037,1977
4,2.0,1825,460657,6037,1978
3,2.0,1704,210809,6037,1962
4,2.0,1547,197155,6037,1964
3,3.0,1517,440000,6037,1957
2,1.0,1200,393501,6037,1965
3,2.0,3138,379246,6037,1977
4,3.0,1758,343169,6037,1976
4,3.0,2150,413634,6037,1996
4,2.0,1300,297204,6037,1963
3,2.0,1254,423000,6037,1960
4,2.0,1344,57164,6037,1970
3,1.0,832,56769,6037,1953
2,1.0,1509,273140,6037,1952
2,1.0,1348,165891,6037,1951
5,1.0,960,125726,6037,1924
3,1.0,1441,242127,6037,1958
4,2.0,1665,69691,6037,1959
4,2.0,1556,279707,6037,1973
3,2.0,1317,283684,6037,1961
4,2.0,1473,316665,6037,1978
2,2.0,1298,461938,6037,1952
3,1.0,936,15877,6037,1956
4,2.0,1202,33196,6037,1955
3,2.0,1365,237673,6037,1956
3,2.0,1318,328863,6037,1954
3,1.0,1402,240141,6037,1955
3,2.0,1656,180733,6037,1980
2,2.0,1823,258378,6037,1947
2,3.0,2853,345318,6037,1950
3,3.0,2614,419390,6037,1928
3,3.0,1611,185912,6037,1962
2,2.0,1508,318627,6037,1951
2,2.0,1692,413000,6037,1940
4,2.0,1808,371755,6037,1928
3,2.0,2144,203415,6037,1981
3,1.0,1217,180259,6037,1951
4,1.0,1652,270222,6037,1911
2,1.0,1132,162278,6037,1948
2,1.0,1064,231895,6037,1950
4,2.0,1179,238093,6037,1954
5,3.0,2349,403921,6037,1997
3,3.0,1566,366700,6037,1994
3,2.0,2195,88740,6037,1952
4,2.0,1200,28526,6037,1955
4,2.0,1200,312697,6037,1955
4,2.0,1200,93434,6037,1955
3,2.0,1631,240975,6037,1947
3,1.0,1126,38684,6037,1947
3,1.0,1052,185160,6037,1911
3,2.0,1079,145024,6037,1954
3,1.0,970,148542,6037,1950
3,1.0,1056,311000,6037,1953
2,1.0,880,194805,6037,1948
2,1.0,820,132829,6037,1924
2,1.0,778,21069,6037,1922
2,2.0,1920,167186,6037,1941
3,1.0,1122,304574,6037,1951
3,1.0,1176,286842,6037,1923
2,1.0,1068,312700,6037,1928
4,2.0,1493,362000,6037,1924
2,2.0,1530,151699,6037,1948
3,1.0,1260,173448,6037,1923
2,1.0,1096,153581,6037,1926
3,2.0,1443,193418,6037,1989
2,1.0,875,281223,6037,1948
3,1.0,1311,370700,6037,1959
3,1.0,996,39106,6037,1957
3,1.0,941,134201,6037,1957
3,2.0,1047,35782,6037,1955
3,2.0,1266,269151,6037,1963
3,2.0,1250,149274,6037,1958
3,1.0,1056,53589,6037,1954
3,3.0,1436,175264,6037,1979
2,1.0,930,76494,6037,1953
3,2.0,1390,78419,6037,1955
3,1.0,970,294100,6037,1945
2,1.0,1096,121821,6037,1928
3,2.0,1415,238731,6037,1953
3,2.0,1356,242430,6037,1950
3,1.0,1088,256935,6037,1952
3,1.0,988,326600,6037,1952
3,1.0,988,330000,6037,1952
3,1.0,1004,240200,6037,1952
3,2.0,1620,49539,6037,1954
3,2.0,1555,35982,6037,1954
3,2.0,1599,265256,6037,1954
3,2.0,1204,182011,6037,1955
3,2.0,1242,364800,6037,1956
3,2.0,1442,190201,6037,1958
3,2.0,1089,189013,6037,1957
3,1.0,1225,187418,6037,1954
3,2.0,1211,99397,6037,1954
4,2.0,1139,336000,6037,1956
3,2.0,1068,105341,6037,1956
3,2.0,1044,147759,6037,1955
3,2.0,1044,40744,6037,1955
3,2.0,1598,117825,6037,1957
3,2.0,1828,81474,6037,1959
3,1.0,1288,476100,6037,1952
4,2.0,1544,60214,6037,1962
3,2.0,1534,446822,6037,1950
2,1.0,1298,44061,6037,1948
3,2.0,1296,211122,6037,1963
4,2.0,1468,225599,6037,1947
3,1.0,1164,165784,6037,1947
2,2.0,1674,356227,6037,1953
3,2.0,1794,247498,6037,1961
3,2.0,1747,87433,6037,1953
4,3.0,2937,780175,6037,1922
4,2.0,1512,279700,6037,1962
4,3.0,2516,360858,6037,1981
3,2.0,1757,91111,6037,1966
3,3.0,1709,74280,6037,1958
4,2.0,1900,428574,6037,1962
3,2.0,1889,79070,6037,1962
5,2.0,2138,543653,6037,1961
4,2.0,2436,360185,6037,1962
3,2.0,1544,492419,6037,1960
3,2.0,1898,141453,6037,1963
4,3.0,2330,149886,6037,1962
3,2.0,2149,377787,6037,1985
4,3.0,2121,296844,6037,1979
4,2.0,2728,497919,6037,1973
4,3.0,2213,149232,6037,1972
4,3.0,2456,524857,6037,1976
4,3.0,2470,385903,6037,1977
4,3.0,2020,167034,6037,1976
4,3.0,2206,253204,6037,1978
4,2.0,1854,583363,6037,1970
4,3.0,2050,788496,6037,1979
5,3.0,2447,629873,6037,1973
3,2.0,1550,204741,6037,1978
3,2.0,1390,581451,6037,1977
3,2.0,1615,626186,6037,1973
4,2.0,1708,205658,6037,1976
4,2.0,1630,121383,6037,1976
3,2.0,1429,379258,6037,1969
3,3.0,2680,750995,6037,1975
4,3.0,2487,221789,6037,1966
4,3.0,2484,680124,6037,1988
4,3.0,2446,642653,6037,1964
4,3.0,2366,391016,6037,1984
5,4.0,2449,323486,6037,1972
3,2.0,1350,83208,6037,1952
4,3.0,2350,368218,6037,1972
3,2.0,1280,259527,6037,1962
4,2.0,1765,132873,6037,1963
4,2.0,1315,305479,6037,1963
4,3.0,2777,408962,6037,1989
4,3.0,2405,753588,6037,1988
3,3.0,1840,103094,6037,1972
4,2.0,1560,81555,6037,1960
4,3.0,2529,306995,6037,1979
3,2.0,1438,330769,6037,1965
4,3.0,2680,910000,6037,1954
3,2.0,1815,485762,6037,1954
4,2.0,1558,581900,6037,1978
4,2.0,1528,375264,6037,1974
3,2.0,1330,209089,6037,1964
5,2.0,1602,471099,6037,1966
5,3.0,1580,226027,6037,1963
4,2.0,1259,210485,6037,1961
4,2.0,3117,623197,6037,1950
4,3.0,1984,195242,6037,1978
3,1.0,988,306868,6037,1959
3,1.0,1000,120941,6037,1959
3,1.0,1014,237763,6037,1958
4,2.0,1470,91322,6037,1976
4,4.0,3366,997841,6037,1998
4,3.0,2702,905411,6037,1998
4,3.0,2888,536582,6037,1995
4,3.0,2632,503745,6037,1997
4,4.0,3013,820304,6037,1993
4,3.0,2789,458136,6037,1995
4,3.0,2679,718213,6037,1988
5,3.0,3055,616629,6037,1988
4,3.0,2453,272324,6037,1985
5,3.0,3002,476974,6037,1987
4,4.0,3167,529183,6037,1984
3,2.0,1070,414212,6037,1961
4,2.0,1928,341225,6037,1945
3,3.0,2596,798000,6037,1963
3,2.0,1500,812000,6037,1959
2,3.0,2483,689115,6037,2009
3,2.0,2406,757579,6037,1947
4,3.0,2284,322390,6037,1987
4,3.0,2281,341513,6037,1986
4,3.0,3052,617076,6037,1981
4,2.0,2535,455684,6037,1981
4,3.0,3078,842588,6037,1983
4,3.0,2108,304369,6037,1984
4,3.0,2108,709000,6037,1982
4,2.0,2016,519378,6037,1980
4,2.0,1872,514669,6037,1972
5,2.0,2241,501583,6037,1970
4,3.0,2219,781741,6037,1972
3,2.0,1146,173088,6037,1962
4,2.0,1158,149533,6037,1954
4,2.0,1260,48200,6037,1956
4,2.0,1196,108006,6037,1957
4,2.0,1196,375641,6037,1957
3,2.0,1573,120555,6037,1961
4,2.0,1440,61656,6037,1961
4,2.0,1400,348924,6037,1965
3,2.0,1380,237759,6037,1960
3,2.0,1138,405998,6037,1956
4,1.0,1496,264182,6037,1952
3,2.0,1152,280860,6037,1956
3,2.0,1198,73601,6037,1962
2,1.0,1360,272037,6037,1951
3,1.0,987,314706,6037,1950
3,2.0,1372,336149,6037,1965
3,2.0,1177,215319,6037,1963
4,2.0,1459,326797,6037,1960
4,2.0,1130,46553,6037,1955
4,2.0,1257,149663,6037,1953
3,1.0,1048,222693,6037,1955
3,2.0,1753,321762,6037,1948
2,1.0,606,135281,6037,1913
4,2.0,1225,280770,6037,1954
3,1.0,1016,255950,6037,1954
4,2.0,1238,269148,6037,1954
3,1.0,998,41786,6037,1954
4,2.0,1216,385500,6037,1958
3,2.0,1486,51942,6037,1957
4,2.0,1242,314727,6037,1956
4,3.0,1195,196753,6037,1956
3,1.0,986,80284,6037,1954
4,3.0,1937,198042,6037,1977
3,2.0,1436,463000,6037,1962
3,1.0,1032,284702,6037,1954
2,1.0,1260,169433,6037,1911
3,1.0,1183,365604,6037,1936
3,1.0,953,59937,6037,1954
3,1.0,947,271598,6037,1954
3,1.0,960,347000,6037,1954
5,2.0,1610,309822,6037,1954
3,2.0,1398,355445,6037,1955
3,2.0,1554,218495,6037,1955
3,2.0,1554,206887,6037,1955
3,2.0,1640,395287,6037,1955
4,2.0,1200,269465,6037,1955
4,2.0,1242,226979,6037,1955
3,1.0,998,263874,6037,1955
4,2.0,1169,399900,6037,1955
3,2.0,1468,192240,6037,1956
4,2.0,2065,700000,6037,1973
4,2.0,1880,104334,6037,1961
3,2.0,1788,468228,6037,1973
4,3.0,2765,366000,6037,1979
4,3.0,2911,710675,6037,1951
3,2.0,1766,474323,6037,1959
4,2.0,2423,521489,6037,1961
3,3.0,2099,501582,6037,1956
4,2.0,2310,844182,6037,1973
3,2.0,1277,72638,6037,1955
3,2.0,1804,356488,6037,1953
3,3.0,2179,185717,6037,1957
3,2.0,1338,103301,6037,1953
3,2.0,1213,109250,6037,1946
4,2.0,2135,123378,6037,1953
3,2.0,1395,252687,6037,1953
3,2.0,1265,147293,6037,1955
3,2.0,1626,122593,6037,1954
4,2.0,1334,419390,6037,1955
4,2.0,1333,314612,6037,1955
4,2.0,1225,333913,6037,1956
4,3.0,1992,92531,6037,1959
2,2.0,1290,460812,6037,1954
3,2.0,1596,99599,6037,1952
3,2.0,1618,229105,6037,1953
3,2.0,1291,72019,6037,1953
3,2.0,1329,74301,6037,1953
3,2.0,1345,199311,6037,1956
3,2.0,1404,328325,6037,1955
3,2.0,1464,286889,6037,1954
3,1.0,1344,362435,6037,1952
3,2.0,1378,451000,6037,1954
3,2.0,1185,62089,6037,1954
3,2.0,1195,62499,6037,1954
3,2.0,1628,196807,6037,1956
3,2.0,1659,408810,6037,1951
3,2.0,1613,75956,6037,1954
3,1.0,1005,386170,6037,1950
2,1.0,820,108004,6037,1950
3,1.0,1269,62089,6037,1950
3,2.0,1249,491381,6037,1951
3,2.0,1539,397050,6037,1951
3,4.0,3433,1048000,6037,1963
3,3.0,2183,428774,6037,1952
3,3.0,2803,177282,6037,1950
4,2.0,2368,398988,6037,1962
4,3.0,2270,735000,6037,1963
3,3.0,1901,523290,6037,1980
4,3.0,2701,840723,6037,1926
3,2.0,1504,267920,6037,1960
4,2.0,2061,497837,6037,1961
4,2.0,1660,221017,6037,1965
4,3.0,2658,404072,6037,1959
3,2.0,1554,206134,6037,1960
3,1.0,988,116827,6037,1958
3,2.0,1554,318156,6037,1959
4,4.0,2835,485839,6037,1954
3,1.0,1042,346902,6037,1950
4,2.0,1980,232123,6037,1957
3,1.0,912,333404,6037,1955
4,2.0,1305,128456,6037,1958
3,2.0,1287,260928,6037,1957
3,2.0,1095,202781,6037,1958
4,2.0,1560,427937,6037,1956
3,2.0,1454,144365,6037,1956
4,2.0,1787,197303,6037,1974
4,2.0,1866,309212,6037,1976
4,2.0,1205,212331,6037,1955
4,3.0,2096,138778,6037,1955
4,2.0,1180,280960,6037,1956
4,2.0,1269,310659,6037,1955
3,2.0,995,218925,6037,1957
4,3.0,2338,529581,6037,1967
3,2.0,1800,529000,6037,1963
4,3.0,2373,725000,6037,1966
3,2.0,1398,313680,6037,1968
3,2.0,1602,268802,6037,1966
5,4.0,2300,673516,6037,1973
3,3.0,2816,779000,6037,1990
5,3.0,1918,107566,6037,1973
4,4.0,2808,537065,6037,1964
3,2.0,1280,435144,6037,1964
4,2.0,1476,74912,6037,1963
4,3.0,2072,625000,6037,1964
4,3.0,2434,272624,6037,1964
3,2.0,1760,85067,6037,1962
4,2.0,1726,113017,6037,1962
3,2.0,1639,95429,6037,1961
4,2.0,1798,85483,6037,1963
3,2.0,1041,190148,6037,1956
3,2.0,1350,47993,6037,1956
3,2.0,994,233396,6037,1956
4,2.0,1257,211787,6037,1955
3,2.0,1027,130841,6037,1956
4,2.0,1644,347088,6037,1955
4,2.0,1246,46955,6037,1955
4,3.0,1486,70410,6037,1955
3,1.0,948,299857,6037,1950
3,1.0,1048,249574,6037,1950
3,1.0,1340,370414,6037,1950
3,2.0,1125,185197,6037,1954
3,1.0,973,252909,6037,1950
3,1.0,989,181967,6037,1953
3,2.0,1401,74251,6037,1955
4,2.0,1402,424000,6037,1952
4,2.0,1256,281386,6037,1952
2,1.0,996,280877,6037,1949
2,1.0,889,76069,6037,1949
3,2.0,1149,439502,6037,1951
2,1.0,1017,290583,6037,1949
3,2.0,1421,76403,6037,1944
2,1.0,902,213291,6037,1944
3,3.0,2044,523350,6037,1950
2,1.0,913,220665,6037,1941
3,1.0,1070,240160,6037,1949
3,1.0,1501,249574,6037,1949
4,2.0,1494,98485,6037,1958
3,1.0,1097,85494,6037,1951
3,2.0,1662,253611,6037,1947
4,2.0,1598,253545,6037,1947
3,1.0,1569,323613,6037,1947
3,2.0,1612,171269,6037,1946
3,1.0,1290,235473,6037,1947
4,3.0,1624,291126,6037,1953
2,2.0,970,181062,6037,1929
2,1.0,1190,373000,6037,1936
3,2.0,1166,257059,6037,1949
3,3.0,1778,192494,6037,1941
3,2.0,1500,379578,6037,1997
2,1.0,972,263134,6037,1949
2,1.0,736,199531,6037,1949
2,1.0,821,254327,6037,1950
2,1.0,971,127731,6037,1949
3,2.0,1325,251787,6037,1948
3,2.0,1784,246978,6037,1959
2,1.0,854,249873,6037,1951
2,1.0,1342,398678,6037,1950
2,1.0,869,168384,6037,1948
3,1.0,895,275268,6037,1948
2,1.0,807,234570,6037,1949
3,2.0,1232,396962,6037,1944
2,1.0,1074,414196,6037,1950
2,1.0,811,37068,6037,1961
2,2.0,1435,71251,6037,1949
2,1.0,920,190836,6037,1949
3,2.0,1253,235449,6037,1952
3,2.0,1605,68713,6037,1952
3,2.0,1670,79474,6037,1950
2,2.0,1189,71197,6037,1950
2,2.0,1479,71015,6037,1951
3,2.0,1606,258709,6037,1950
3,1.0,1034,197970,6037,1951
2,1.0,1241,337111,6037,1951
3,1.0,1034,200733,6037,1951
3,1.0,1047,201265,6037,1950
4,3.0,2003,288347,6037,1963
3,2.0,1014,354267,6037,1953
4,2.0,1463,442000,6037,1951
3,2.0,1176,158087,6037,1955
3,2.0,1598,384198,6037,1984
3,1.0,1065,244548,6037,1950
3,2.0,1164,160737,6037,1960
4,2.0,1102,439000,6037,1953
4,2.0,1376,66219,6037,1954
4,2.0,1386,464953,6037,1956
3,1.0,1008,56697,6037,1953
4,2.0,1794,89219,6037,1964
3,2.0,1702,173562,6037,1964
3,2.0,1544,246935,6037,1953
3,1.0,1377,149197,6037,1952
3,2.0,1269,261392,6037,1951
2,2.0,2430,179703,6037,1949
4,2.0,1819,323303,6037,1953
3,2.0,1917,328901,6037,1952
3,2.0,2289,543996,6037,1950
3,2.0,1545,568539,6037,1951
3,3.0,1983,410522,6037,1958
3,2.0,1433,165037,6037,1951
3,1.0,1366,66009,6037,1951
2,1.0,878,360304,6037,1940
2,1.0,1024,214212,6037,1923
2,1.0,746,217071,6037,1924
3,2.0,1884,251602,6037,1922
4,3.0,2026,402004,6037,1962
3,3.0,2411,205000,6037,1909
4,1.0,2184,567000,6037,1913
3,1.0,1280,57967,6037,1929
2,1.0,1070,203650,6037,1917
3,1.0,818,175400,6037,1924
3,2.0,1865,283411,6037,1949
3,3.0,2083,551297,6037,1947
3,2.0,1586,202025,6037,1938
3,2.0,1303,244075,6037,1950
3,1.0,1134,403856,6037,1950
2,1.0,1036,190843,6037,1941
2,2.0,1161,170667,6037,1954
5,2.0,1645,385382,6037,1950
3,1.0,1282,249574,6037,1950
2,3.0,1495,441651,6037,1951
2,1.0,1386,505000,6037,1942
2,2.0,1770,337393,6037,1951
4,3.0,2495,306139,6037,1985
5,3.0,2698,403337,6037,1984
4,3.0,2177,224131,6037,1979
4,3.0,1714,154235,6037,1965
4,2.0,1840,86096,6037,1953
3,1.0,1024,297088,6037,1953
3,1.0,1555,168195,6037,1957
3,2.0,1364,55037,6037,1951
2,1.0,1680,88758,6037,1948
3,1.0,1060,50074,6037,1952
3,2.0,1901,307996,6037,1950
4,1.0,1986,155387,6037,1950
3,1.0,980,244753,6037,1952
3,2.0,1344,170353,6037,1961
3,2.0,1242,416000,6037,1962
4,3.0,1973,330942,6037,1977
3,1.0,1178,47378,6037,1947
3,1.0,1204,46547,6037,1948
4,3.0,2224,402722,6037,1990
3,1.0,1212,46755,6037,1955
3,1.0,1000,93523,6037,1954
3,2.0,1878,194592,6037,1951
3,2.0,1586,266770,6037,1978
3,2.0,1477,82508,6037,1963
3,2.0,1029,415000,6037,1955
3,1.0,1028,360412,6037,1953
4,2.0,1545,58731,6037,1950
2,2.0,1344,42404,6037,1947
4,2.0,1102,107539,6037,1941
5,2.0,1712,199473,6037,1941
3,2.0,1331,207719,6037,1958
4,3.0,1886,238867,6037,1978
5,2.0,1795,238501,6037,1953
3,2.0,1494,206698,6037,1963
2,1.0,702,350000,6037,1948
3,2.0,1260,254777,6037,1941
2,1.0,986,395022,6037,1953
3,1.0,964,160954,6037,1951
2,3.0,1876,98461,6037,1953
2,1.0,1104,175926,6037,1926
